create_time,update_time,table_id,table_name,db_name,table_type,db_type,desc
2018-07-31 07:51:09,2019-08-01 19:08:56,152542,app_device_record_search_errorcode_timepoint_day,datest,,hive,设备查询录像错误码分析(包括成功的br:200,380070),数据每天统计,数据量为前15天,每天滚动
2018-08-03 03:34:45,2019-08-01 19:08:56,153421,app_device_record_search_timepoint_day,datest,,hive,设备查询录像耗时分析,数据每天统计,数据量为前15天,每天滚动
2019-06-11 03:34:52,2019-08-01 19:08:56,249227,app_http_api_stat_day,datest,,hive,
2019-01-14 05:49:33,2019-08-01 19:08:56,202033,app_install_hist,datest,,hive,app安装清单，从2019-01-12开始
2019-01-29 08:30:13,2019-08-01 19:08:56,206612,app_more_click_detail,datest,,hive,
2018-11-08 10:10:20,2019-08-01 19:08:56,181958,app_page_info_detail,datest,,hive,app_page_info_detail 导出到mysql的表
2018-09-04 10:49:08,2019-08-01 19:08:56,197456,app_preview_decomposition,datest,,hive,app_preview_decomposition
2019-05-05 06:55:51,2019-08-01 19:08:56,260927,app_preview_value_summary_day,datest,,hive,
2019-03-26 10:58:27,2019-08-01 19:08:56,223364,app_rn_bad_bundle_pv_day,datest,,hive,app rn页面PV日统计
2019-03-26 07:51:03,2019-08-01 19:08:56,223492,app_rn_bad_bundle_uv_day,datest,,hive,app rn页面UV日统计-userid不为空,同一用户同一rn业务名称每天最后一条记录
2019-01-22 05:05:19,2019-08-01 19:08:56,204447,app_user_my_find_action_day,datest,,hive,我的&发现-我的推荐运营广告位数据
2019-04-03 02:35:31,2019-08-01 19:08:56,225876,app_user_my_find_tab_day,datest,,hive,发现tab位访问数据
2019-07-31 10:40:58,2019-08-01 19:08:56,270985,appraise_report_alarm_analysis_info_day,datest,,hive,
2019-07-29 12:00:23,2019-08-01 19:08:56,270212,appraise_report_alarm_trusteeship_alarm_info_day,datest,,hive,
2019-07-30 04:53:01,2019-08-01 19:08:56,270650,appraise_report_alarm_trusteeship_pay_funnel_day,datest,,hive,
2019-07-29 04:03:41,2019-08-01 19:08:56,270273,appraise_report_alarm_trusteeship_sales_info_day,datest,,hive,
2019-07-23 07:54:57,2019-08-01 19:08:56,267570,appraise_report_alarm_trusteeship_try_trans,datest,,hive,
2019-07-27 10:50:27,2019-08-01 19:08:56,269504,appraise_report_alarm_trusteeship_user_trans_day,datest,,hive,
2019-06-26 01:45:37,2019-08-01 19:08:56,254069,appraise_report_cloud_studio_detai_hist,datest,,hive,报表:工作室云存储分设备云存储拉新转化
2019-04-19 04:49:34,2019-08-01 19:08:56,230834,appraise_report_market_user_portrait_month,datest,,hive,app_rn_buycloud导出到mysql的表
2019-04-19 04:50:54,2019-08-01 19:08:56,230836,appraise_report_market_user_portrait_quarter,datest,,hive,appraise_report_market_user_portrait_quarter导出到mysql的表
2019-04-19 04:51:55,2019-08-01 19:08:56,230837,appraise_report_market_user_portrait_year,datest,,hive,appraise_report_market_user_portrait_quarter导出到mysql的表
2019-07-29 11:23:07,2019-08-01 19:08:56,270200,appraise_report_product_area_distribution_month,datest,,hive,产品地域分布分析
2019-07-23 04:40:51,2019-08-01 19:08:56,267183,appraise_report_product_hkipc_properties_month,datest,,hive,海康IPC特性月度数据分析底表
2019-07-29 11:45:44,2019-08-01 19:08:56,270208,appraise_report_product_hknvr_properties_month,datest,,hive,海康NVR特性分析
2019-07-29 03:29:14,2019-08-01 19:08:56,270264,appraise_report_product_hknvr_series_devcnt_month,datest,,hive,海康NVR系列设备数统计
2019-07-30 11:35:14,2019-08-01 19:08:56,270575,appraise_report_product_ipc_scene_analysis_month,datest,,hive,IPC的场景分析
2019-07-30 02:10:13,2019-08-01 19:08:56,270613,appraise_report_product_ipc_use_devtype_month,datest,,hive,IPC使用方式(设备型号)
2019-07-30 10:29:45,2019-08-01 19:08:56,270556,appraise_report_product_ipc_use_wireless_month,datest,,hive,萤石IPC使用方式(有线无线)
2019-07-23 06:07:52,2019-08-01 19:08:56,267204,appraise_report_product_ysipc_properties_month,datest,,hive,萤石IPC特性月度数据分析底表
2019-07-30 11:18:46,2019-08-01 19:08:56,270569,appraise_report_product_ysipc_storage_month,datest,,hive,萤石IPC的存储分析
2019-07-29 04:28:43,2019-08-01 19:08:56,270282,appraise_report_product_ysipc_use_interval_month,datest,,hive,萤石IPC使用方式(拥有设备数区间)
2019-07-29 11:35:34,2019-08-01 19:08:56,270204,appraise_report_product_ysnvr_properties_month,datest,,hive,萤石NVR特性分析
2018-08-17 02:42:06,2019-08-01 19:08:56,162751,appraise_stat_datastream_new_day,datest,,hive,平台运维数据各取流节点耗时详拆表-主要针对工作室
2018-08-17 11:39:36,2019-08-01 19:08:56,157476,appraise_stat_errorcode_day,datest,,hive,平台运维考核型数据错误码表-top15
2018-08-17 11:51:53,2019-08-01 19:08:56,162756,appraise_stat_errorcode_new_day,datest,,hive,平台运维考核型数据错误码表-top15
2018-08-17 11:41:54,2019-08-01 19:08:56,162759,appraise_stat_new_day,datest,,hive,平台运维考核型数据宏观表_国家new
2018-08-17 11:44:04,2019-08-01 19:08:56,162763,appraise_stat_stream_new_day,datest,,hive,平台运维耗时详拆表
2018-11-27 06:15:39,2019-08-01 19:08:56,267118,auth_user_info_bt_day,datest,,hive,
2018-07-31 08:05:11,2019-08-01 19:08:56,187967,bandwidth_all_stat,datest,,hive,bandwidth_all_stat
2019-05-10 05:17:37,2019-08-01 19:08:56,237486,clean_compare_day,datest,,hive,预览回放主子表清洗前后比较日报
2019-07-09 04:42:43,2019-08-01 19:08:56,261013,clean_compare_main_day,datest,,hive,预览回放主表清洗前后比较日报
2019-07-09 04:42:47,2019-08-01 19:08:56,261014,clean_compare_sub_day,datest,,hive,预览回放子表清洗前后比较日报
2019-06-21 07:36:00,2019-08-01 19:08:56,253033,cloud_annual_dev_sale_info_day,datest,,hive,云存储整体销售情况分析
2019-06-05 03:19:18,2019-08-01 19:08:56,246159,cloud_buy_type_day,datest,,hive,当日购买云存储的设备，按购买类型拆分
2019-03-27 04:40:29,2019-08-01 19:08:56,254033,cloud_continuous_pay_process,datest,,hive,
2019-05-15 04:45:09,2019-08-01 19:08:56,239031,cloud_cost_unitprice_month,datest,,hive,
2019-06-11 11:29:19,2019-08-01 19:08:56,248165,cloud_coupon_info_day,datest,,hive,
2019-06-20 03:00:04,2019-08-01 19:08:56,253155,cloud_dev_sale_info_day,datest,,hive,云存储销售分析(按设备类型)
2019-05-15 03:08:52,2019-08-01 19:08:56,253802,cloud_device_distribution_day,datest,,hive,
2019-06-06 02:43:17,2019-08-01 19:08:56,253140,cloud_device_sale_info_day,datest,,hive,云存储各设备销售汇总
2019-06-05 07:03:28,2019-08-01 19:08:56,246211,cloud_h5_pull_keep_day,datest,,hive,云存储主页UV(区分拉新留存)
2019-06-17 07:47:37,2019-08-01 19:08:56,250712,cloud_keep_curr_day,datest,,hive,
2019-06-05 08:01:49,2019-08-01 19:08:56,246236,cloud_keep_trans_day,datest,,hive,云存储留存转化表
2019-06-17 03:43:24,2019-08-01 19:08:56,250658,cloud_operation_lost_day,datest,,hive,云存储设备流失
2019-06-15 10:55:44,2019-08-01 19:08:56,251063,cloud_operation_pay_from_day,datest,,hive,
2019-05-14 04:24:56,2019-08-01 19:08:56,254037,cloud_preferential_order_total_info_day,datest,,hive,
2019-06-06 04:32:49,2019-08-01 19:08:56,246545,cloud_pull_new_day,datest,,hive,云存储各设备销售汇总
2019-06-10 05:04:33,2019-08-01 19:08:56,247875,cloud_pull_new_trans_day,datest,,hive,云存储各设备类型拉新转化
2019-07-12 11:15:37,2019-08-01 19:08:56,263103,cloud_rn_orderpay_detail_info_day,datest,,hive,报表：云存储销售波动分析
2019-06-15 02:52:58,2019-08-01 19:08:56,249969,cloud_rn_pay_process_day,datest,,hive,
2019-06-19 03:13:36,2019-08-01 19:08:56,251355,cloud_room_device_num_day,datest,,hive,
2019-05-30 08:31:00,2019-08-01 19:08:56,244237,cloud_space_detail_info_day,datest,,hive,
2019-06-27 08:13:29,2019-08-01 19:08:56,255132,cloud_studio_detail_device_group_day,datest,,hive,报表:工作室云存储分设备云存储拉新转化
2019-06-27 08:05:10,2019-08-01 19:08:56,255126,cloud_studio_detail_hist,datest,,hive,报表:工作室云存储分设备云存储拉新转化
2019-06-11 03:20:17,2019-08-01 19:08:56,248224,cloud_studio_device_new_trans_day,datest,,hive,
2019-06-19 11:12:52,2019-08-01 19:08:56,251295,cloud_studio_h5_click_day,datest,,hive,报表,mysql,云存储H5页面点击,工作室云存储支付漏斗日巡检
2019-06-11 03:30:21,2019-08-01 19:08:56,248230,cloud_studio_keep_day,datest,,hive,
2018-12-14 12:55:55,2019-08-01 19:08:56,254044,cloud_user_app_info,datest,,hive,
2019-07-09 07:38:33,2019-08-01 19:08:56,261448,cloud_video_intelligence_alarm_summary_day,datest,,hive,
2019-07-10 09:46:04,2019-08-01 19:08:56,261680,cloud_video_segment_summary_day,datest,,hive,
2018-10-23 04:22:07,2019-08-01 19:08:56,177334,data_add_device_apmode_detail_day,datest,,hive,
2018-10-23 03:48:56,2019-08-01 19:08:56,177326,data_add_device_apmode_info_day,datest,,hive,
2018-09-13 08:12:49,2019-08-01 19:08:56,165576,dclog_record_day,datest,,hive,dclog用户按钮点击行为
2018-11-14 06:26:51,2019-08-01 19:08:56,183849,device_alarm_day,datest,,hive,
2018-12-03 11:25:33,2019-08-01 19:08:56,189385,device_alarm_month,datest,,hive,
2018-04-17 10:38:26,2019-08-01 19:08:56,121271,device_all_slave_info_day,datest,,hive,
2018-11-27 06:29:03,2019-08-01 19:08:56,255094,device_info_bt_day,datest,,hive,
2019-04-25 07:32:26,2019-08-01 19:08:56,232718,device_info_hist,datest,,hive,
2018-11-14 08:18:16,2019-08-01 19:08:56,183874,device_name_exp_hist,datest,,hive,
2018-09-05 04:16:09,2019-08-01 19:08:56,163131,device_onoff_day,datest,,hive,device_onoff_day
2018-09-05 04:17:49,2019-08-01 19:08:56,163132,device_onoff_times_day,datest,,hive,device_onoff_times_day
2019-05-16 05:16:40,2019-08-01 19:08:56,239657,device_slave_info,datest,,hive,历史累积挂载关系
2019-07-31 01:16:56,2019-08-01 19:08:56,270797,device_slave_info_tmp,datest,,hive,
2019-03-16 10:48:29,2019-08-01 19:08:56,230555,device_video_detect_info_day,datest,,hive,
2019-07-19 10:59:54,2019-08-01 19:08:56,265705,device_video_detect_pay_info_day,datest,,hive,画面检测付费转化漏斗报表
2019-07-18 05:00:15,2019-08-01 19:08:56,265380,direct_pre_day,datest,,hive,直连检测日报
2019-07-18 05:00:18,2019-08-01 19:08:56,265381,direct_pre_error_day,datest,,hive,直连检测错误码日报
2019-02-24 01:17:22,2019-08-01 19:08:56,260547,face_analysis_stat,datest,,hive,
2019-01-19 04:04:28,2019-08-01 19:08:56,203529,face_analysis_status_stat,datest,,hive,
2019-06-13 07:09:01,2019-08-01 19:08:56,249314,haikang_all_nvr_white_card_ipc_month,datest,,hive,
2019-07-03 09:08:27,2019-08-01 19:08:56,258897,haikang_all_nvr_white_card_ipc_summary_month,datest,,hive,白牌机累计表
2019-06-13 07:04:49,2019-08-01 19:08:56,249312,haikang_all_nvr_white_card_ipc_summary_month_bak,datest,,hive,
2019-07-13 04:18:34,2019-08-01 19:08:56,263523,haikang_increase_nvr_white_card_ipc_month,datest,,hive,白牌机月新增清单
2019-06-13 07:17:33,2019-08-01 19:08:56,249316,haikang_increase_nvr_white_card_ipc_month1,datest,,hive,
2019-07-13 04:16:26,2019-08-01 19:08:56,263521,haikang_increase_nvr_white_card_ipc_summary_month,datest,,hive,白牌机月新增汇总
2019-06-25 10:48:38,2019-08-01 19:08:56,253386,haikang_increase_nvr_white_card_ipc_summary_month1,datest,,hive,haikang_increase_nvr_white_card_ipc_summary_month导出到mysql的表
2019-06-13 07:04:34,2019-08-01 19:08:56,249311,haikang_increase_nvr_white_card_ipc_summary_month_bak,datest,,hive,
2018-07-30 03:43:55,2019-08-01 19:08:56,152193,haikang_nvr_white_card_ipc_summary_day,datest,,hive,海康nvr的白牌机统计
2018-10-25 06:51:13,2019-08-01 19:08:56,177952,hik_nvr_white_card_ipc_city_summary_month,datest,,hive,haikang_nvr_white_card_ipc_summary_day导出到mysql的表
2019-06-14 06:09:37,2019-08-01 19:08:56,249669,hikops_hostinfo_day,datest,,hive,主机信息汇总表，包含所有类型主机信息
2018-07-26 06:58:47,2019-08-01 19:08:56,270566,human_analysis_stat,datest,,hive,human_analysis_stat
2018-11-12 02:44:30,2019-08-01 19:08:56,183190,mail_antarmy_agent_day,datest,,hive,蚁兵整合发送邮件：代理数据监控-代理日活
2018-11-12 02:44:57,2019-08-01 19:08:56,183192,mail_antarmy_agent_start_day,datest,,hive,蚁兵整合发送邮件：代理数据监控-代理每日启动量
2018-11-12 02:44:11,2019-08-01 19:08:56,183187,mail_antarmy_appraise_app_time_day,datest,,hive,蚁兵整合发送邮件：蚁兵系统的取流能力监控-APP蚁兵取流耗时
2018-11-12 02:43:57,2019-08-01 19:08:56,183185,mail_antarmy_appraise_day,datest,,hive,蚁兵整合发送邮件：蚁兵系统的取流能力监控-蚁兵取流成功率
2018-11-12 02:44:18,2019-08-01 19:08:56,183188,mail_antarmy_appraise_studio_time_day,datest,,hive,蚁兵整合发送邮件：蚁兵系统的取流能力监控-studio蚁兵取流耗时
2018-11-12 02:44:24,2019-08-01 19:08:56,183189,mail_antarmy_bingfa_day,datest,,hive,蚁兵整合发送邮件：蚁兵系统的取流能力监控-高峰并发路数
2018-11-12 02:44:50,2019-08-01 19:08:56,183191,mail_antarmy_highnosend_agent_day,datest,,hive,蚁兵整合发送邮件：代理数据监控-高峰时期11:30未分配出去的代理量
2018-11-16 11:15:11,2019-08-01 19:08:56,184371,mail_antarmy_pdms_appraise_day,datest,,hive,蚁兵整合发送邮件：入口流量-PDMS取流成功率
2018-11-16 11:14:14,2019-08-01 19:08:56,184369,mail_antarmy_pdms_distribution_day,datest,,hive,蚁兵整合发送邮件：入口流量-PDMS分配成功率
2018-11-16 11:15:27,2019-08-01 19:08:56,184372,mail_antarmy_pds_appraise_day,datest,,hive,蚁兵整合发送邮件：入口流量-PDS取流成功率
2018-11-16 11:14:52,2019-08-01 19:08:56,184370,mail_antarmy_pds_distribution_day,datest,,hive,蚁兵整合发送邮件：入口流量-PDS分配成功率
2018-11-13 07:31:40,2019-08-01 19:08:56,193891,mail_antarmy_upnp_day,datest,,hive,蚁兵整合发送邮件：网络利用能力-UPNP成功率
2019-02-14 11:28:28,2019-08-01 19:08:56,211254,mail_p2p_appraise_succ_day,datest,,hive,p2p重要指标发送邮件：p2p取流成功率-耗时
2019-02-14 11:28:22,2019-08-01 19:08:56,211253,mail_p2p_pre_succ_day,datest,,hive,p2p重要指标发送邮件：p2p打洞成功率-耗时
2019-02-14 11:28:37,2019-08-01 19:08:56,219770,mail_p2p_vtdu_day,datest,,hive,p2p重要指标发送邮件：转发占比
2019-07-15 01:50:38,2019-08-01 19:08:56,264174,mainpage_weather_message_info_day,datest,,hive,
2019-07-01 02:54:00,2019-08-01 19:08:56,257413,maoyan_dp1c_face_service_info_day,datest,,hive,
2019-07-11 11:19:07,2019-08-01 19:08:56,262745,maoyan_face_service_info_day,datest,,hive,猫眼统计数据汇总
2018-10-22 04:24:24,2019-08-01 19:08:56,177036,mobile_sensor_alarm_day,datest,,hive,手机传感器各模块报警消息情况结果表
2018-10-22 04:02:31,2019-08-01 19:08:56,177026,mobile_sensor_user_action_day,datest,,hive,手机传感器各模块用户使用情况
2018-10-22 03:37:24,2019-08-01 19:08:56,237453,mobile_sensor_user_day,datest,,hive,手机传感器用户概述结果表
2018-10-22 04:15:49,2019-08-01 19:08:56,177031,mobile_sensor_user_stay_day,datest,,hive,手机传感器用户使用停留时长情况结果表
2017-12-12 07:17:29,2019-08-01 19:08:56,175183,omm_video_stat_hist,datest,,hive,
2018-09-13 04:57:08,2019-08-01 19:08:56,175184,omm_video_stat_sub_hist,datest,,hive,
2018-09-03 08:17:19,2019-08-01 19:08:56,162564,omm_video_stat_summary_day,datest,,hive,萤石业务数据日巡检-视频请求
2018-07-30 07:51:47,2019-08-01 19:08:56,152244,omm_video_subr_stat,datest,,hive,omm_video_subr_stat
2018-03-21 08:35:40,2019-08-01 19:08:56,113422,omm_video_talkback_hist,datest,,hive,
2018-03-21 08:28:46,2019-08-01 19:08:56,113418,omm_video_talkback_sub_hist,datest,,hive,
2019-01-25 02:43:45,2019-08-01 19:08:56,205322,open_3party_user_authority_day,datest,,hive,发现&我的页面-运营第3方内容成功授权用户数
2018-07-31 08:11:18,2019-08-01 19:08:56,257437,open_admin_account_info,datest,,hive,open_admin_account_info
2018-11-14 12:24:46,2019-08-01 19:08:56,183767,open_ai_kit_day,datest,,hive,
2018-11-14 02:11:44,2019-08-01 19:08:56,183789,open_ai_kit_user_day,datest,,hive,
2018-11-20 05:47:08,2019-08-01 19:08:56,185621,open_ai_kit_user_week,datest,,hive,
2019-03-21 07:22:46,2019-08-01 19:08:56,225590,open_ai_service_day,datest,,hive,开放平台AI服务表-用户设备接口
2019-03-11 02:32:22,2019-08-01 19:08:56,218818,open_api_detail_call_info_day,datest,,hive,
2019-01-17 07:49:19,2019-08-01 19:08:56,221642,open_app_bandwidth_stat,datest,,hive,
2018-06-25 02:59:04,2019-08-01 19:08:56,269233,open_app_info_day,datest,,hive,
2019-03-11 04:16:39,2019-08-01 19:08:56,218841,open_app_main_stat,datest,,hive,
2019-02-26 06:51:02,2019-08-01 19:08:56,214991,open_error_new_stat,datest,,hive,
2019-06-17 04:10:08,2019-08-01 19:08:56,262401,open_intelligent_day,datest,,hive,开放平台智能服务日报
2019-03-21 06:16:26,2019-08-01 19:08:56,221943,open_intelligent_service_day,datest,,hive,开放平台智能服务表
2019-07-15 01:54:13,2019-08-01 19:08:56,264176,open_p2p_pre_r_stat,datest,,hive,开放平台打洞错误码统计
2018-06-19 04:44:40,2019-08-01 19:08:56,164556,open_play_stat,datest,,hive,
2018-06-19 05:06:16,2019-08-01 19:08:56,143827,open_play_sub_stat,datest,,hive,
2019-02-26 07:08:36,2019-08-01 19:08:56,214998,open_sdk_useage_all,datest,,hive,
2019-02-26 07:46:55,2019-08-01 19:08:56,215006,open_sdk_useage_stat_via_day,datest,,hive,
2018-09-03 04:05:27,2019-08-01 19:08:56,162505,open_system_company_bandwidth_stat,datest,,hive,
2018-09-03 03:59:28,2019-08-01 19:08:56,267544,open_system_company_list,datest,,hive,
2018-04-17 09:55:28,2019-08-01 19:08:56,121261,open_user_device_info_day,datest,,hive,
2018-04-16 08:54:25,2019-08-01 19:08:56,121101,open_user_info_day,datest,,hive,
2019-04-22 03:35:19,2019-08-01 19:08:56,231727,open_video_subr_stat,datest,,hive,开发平台取流子表错误码日巡检
2019-05-16 07:11:24,2019-08-01 19:08:56,239394,p2p_client_summary_day,datest,,hive,p2p新版本终端数日汇总
2019-05-16 07:10:44,2019-08-01 19:08:56,239393,p2p_device_summary_day,datest,,hive,p2p新版本设备数日汇总
2018-09-04 10:43:21,2019-08-01 19:08:56,162742,p2p_error_code_summary_2_day,datest,,hive,p2p错误码日分析
2019-07-18 05:00:21,2019-08-01 19:08:56,265382,p2p_pre_day,datest,,hive,P2P打洞日报
2019-07-18 05:00:24,2019-08-01 19:08:56,265383,p2p_pre_error_day,datest,,hive,P2P打洞错误码日报
2018-09-05 10:21:30,2019-08-01 19:08:56,163054,p2p_pre_error_summary_day,datest,,hive,p2p打洞错误码日分析
